GameID,LeagueIndex,Age,HoursPerWeek,TotalHours,APM,SelectByHotkeys,AssignToHotkeys,UniqueHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,UniqueUnitsMade,ComplexUnitsMade,ComplexAbilitiesUsed
187,2,25.0,8.0,100.0,79.128,0.0005007704,8.98818695428865e-05,4,1.92604006163328e-05,0.0017205958,0.0027542373,50.5327,67.1422,5.345,28,0.00043657,6,0.0,6.4201e-06
201,3,23.0,2.0,30.0,66.7818,0.0006858533,0.0001682282,2,5.17625135876598e-05,0.001112894,0.0024069569,56.7784,97.9785,4.9355,19,0.00042704,6,0.0,0.0
203,6,18.0,28.0,2000.0,129.1464,0.0026310698,0.0005997292,4,7.7384407041981e-05,0.0003385568,0.0051460631,25.0245,43.0827,4.1917,35,0.00083188,9,0.0001741149,0.00048365
204,3,18.0,8.0,600.0,62.2194,0.0010991957,0.0003217158,0,4.02144772117962e-05,0.0002010724,0.002386059,44.3164,90.8989,4.5393,14,0.00071046,7,0.0,0.00010724
209,3,20.0,6.0,150.0,72.141,0.0012379023,0.000393878,5,1.87560957311126e-05,0.0002719634,0.0033760972,45.9164,68.8778,3.7528,24,0.00079713,8,0.0001219146,0.00035637
215,2,27.0,24.0,250.0,73.9722,0.0026472782,0.0004548844,7,7.45712155108128e-06,0.000186428,0.0026845638,58.8858,88.6889,4.4111,24,0.00058166,8,0.0001043997,0.00023863
219,6,21.0,8.0,730.0,130.941,0.0047583021,0.0007565501,10,7.96368559369276e-05,0.0001393645,0.0033845664,36.8047,57.2471,5.7765,11,0.00059728,2,0.0,0.0
220,2,27.0,8.0,280.0,55.047,0.000642809,0.0001264542,0,7.37649637497892e-05,9.48406676783005e-05,0.0025290845,62.8452,83.8667,3.9333,22,0.00052689,6,0.0,0.00017914
225,4,22.0,36.0,1000.0,98.6694,0.0044748483,0.0004629153,1,0.0002571752,0.0003600453,0.0023917292,52.6957,62.5806,5.828,17,0.0005915,3,0.0,0.0
226,4,18.0,6.0,50.0,107.4186,0.0030285773,0.0003106233,4,0.0002200248,0.0003365086,0.0035592255,37.3723,56.0436,5.0873,24,0.00095776,7,0.0,0.0
228,4,18.0,4.0,140.0,119.8716,0.0025467701,0.0004165278,3,4.76031798924168e-05,0.0006426429,0.002784786,42.6609,67.6068,7.1496,20,0.0023445,5,0.0,1.1901e-05
229,5,18.0,24.0,200.0,111.8556,0.0044004038,0.0006254938,0,9.87621806689492e-05,0.0001975244,0.0039175665,48.1798,54.1513,4.3529,31,0.0010096,8,0.0001646036,0.00038408
230,3,24.0,10.0,200.0,87.162,0.0003985475,6.64245859534142e-05,1,0.0003874768,0.0008745904,0.0026348419,38.8354,60.0168,6.1975,21,0.0011181,7,0.0,3.3212e-05
240,6,20.0,16.0,900.0,127.6602,0.0027376583,0.000577128,5,0.0005179354,0.000384752,0.0033443826,22.6667,64.6372,6.4779,21,0.0026637,6,0.0,0.0
244,5,23.0,12.0,600.0,142.5096,0.0040592671,0.0005435736,7,5.26038926880589e-05,9.6440469928108e-05,0.0034806242,39.7778,56.7456,6.6977,33,0.0012537,9,8.76731544800982e-05,7.0139e-05
250,5,23.0,8.0,700.0,68.6388,0.0004410208,8.82041632365048e-05,2,2.94013877455016e-05,0.0002646125,0.0027343291,84.6087,75.0968,4.6559,25,0.00061743,3,0.0,0.0
256,6,20.0,16.0,625.0,189.1506,0.0141993477,0.0002187575,3,0.0001590963,0.0002187575,0.0037586509,21.1915,48.254,5.6561,18,0.0012728,4,0.0001193222,9.9435e-05
257,3,17.0,8.0,100.0,98.634,0.0022416849,6.51652590970702e-05,3,3.90991554582421e-05,0.0004300907,0.0031018663,52.4388,70.9076,5.1849,19,0.0014336,7,0.0003127932,0.00014336
260,3,35.0,14.0,1300.0,38.6472,0.0002643638,0.0001077038,0,9.79125053851878e-06,0.00015666,0.0024576039,54.496,100.988,2.9482,20,0.00054831,7,0.0,0.0
263,2,22.0,16.0,450.0,114.942,0.0017443669,0.0002999867,2,2.2221234611795e-05,8.88849384471801e-05,0.0025776632,31.2208,61.5517,8.1379,22,0.0013888,7,0.0001555486,0.00097773
264,6,16.0,28.0,750.0,211.0536,0.0162800828,0.0006806055,7,5.44484373298486e-05,0.0002314059,0.0049548078,33.1129,41.7143,4.706,21,0.00088479,8,0.0001088969,0.00032669
265,5,21.0,10.0,350.0,77.7252,0.0013082778,0.0004077749,1,6.79624847084409e-05,0.0010873998,0.0023956776,37.5429,73.3333,5.7234,16,0.00066263,4,0.0,0.00033981
266,4,28.0,6.0,1200.0,62.8314,0.0009698919,0.0001906625,4,5.8027720671132e-05,0.0002072419,0.0023957159,44.0139,84.2907,4.7232,23,0.00059686,9,4.14483719079515e-05,7.4607e-05
268,4,31.0,10.0,400.0,119.232,0.0033847158,0.0004077971,2,0.000142729,0.0004485768,0.0032215969,30.6242,68.4557,5.9304,16,0.00063209,5,0.0,0.00022429
272,4,26.0,8.0,600.0,83.2656,0.0041337498,0.0003444791,4,2.29652765019291e-05,0.000252618,0.0032840345,80.6761,69.5385,3.5664,14,0.00050524,7,0.0,0.00016076
281,5,23.0,20.0,1300.0,110.7312,0.0031740559,0.0003954894,6,1.01407536608121e-05,0.0002535188,0.0043605241,31.8228,48.1395,4.1279,27,0.00057802,7,0.0003245041,0.00020282
290,3,31.0,12.0,300.0,72.0948,0.0035302293,0.0001042391,1,3.47463516330785e-05,0.0003196664,0.0022863099,73.9634,89.1793,3.7356,37,0.00042391,7,0.0,0.0
297,5,18.0,6.0,180.0,162.4398,0.0116803889,0.0005207817,5,9.91965082829084e-05,0.0006695764,0.0040670568,33.7914,55.8293,4.6159,13,0.00081837,7,0.0,7.4397e-05
302,5,27.0,10.0,150.0,164.4894,0.0085015859,0.0005718556,8,3.04989630352568e-05,0.000236367,0.0049027083,40.0312,43.3468,4.633,30,0.0008616,9,0.0001906185,0.00056423
305,6,20.0,28.0,1600.0,195.1986,0.0060119398,0.0003363323,5,6.30623055578912e-05,0.0002942908,0.0039308837,30.9462,41.5829,7.6631,13,0.0014084,5,0.0,2.1021e-05
312,5,17.0,28.0,730.0,116.2062,0.0043155623,0.0003420873,5,9.21004157675912e-05,0.000263144,0.0034998158,41.4792,59.1429,5.2368,29,0.0012105,5,0.0001710436,0.00017104
314,6,17.0,14.0,300.0,207.576,0.0102947859,0.0007241849,5,0.0001277973,0.002499148,0.0057650801,20.5235,37.9901,4.9458,34,0.002059,7,0.0,0.0
316,5,20.0,18.0,770.0,193.6086,0.0073179921,0.0006520983,7,0.0001014375,0.0005796429,0.0053037329,17.9945,39.1803,5.6421,28,0.0028692,6,0.0,0.0
320,5,19.0,8.0,500.0,188.76,0.0104507737,0.0003027585,2,0.0003924647,0.0006952231,0.004339538,22.2383,47.0904,5.9328,23,0.00063916,6,0.0,0.0
336,4,23.0,4.0,415.0,59.181,0.00163768,0.0005458933,4,7.66166104811523e-05,0.0002394269,0.0025379252,62.5909,84.4528,3.883,24,0.00083321,8,0.0,0.0
338,4,31.0,4.0,500.0,100.4322,0.0006862708,7.52077614409807e-05,3,9.40097018012259e-06,0.0006674689,0.003797992,45.6675,66.7822,4.8589,25,0.0010905,9,0.0002162223,0.00011281
339,6,16.0,20.0,500.0,157.9002,0.0081300813,0.0002078714,4,2.30968218773097e-05,0.0002078714,0.00297949,18.5,52.9302,7.1318,13,0.0007622,7,0.0,0.0
350,4,16.0,14.0,150.0,130.4472,0.0022572778,0.0005708059,10,2.59457215505163e-05,0.0010378289,0.0035675367,37.3869,50.5018,6.3309,21,0.0010897,7,0.0003502672,5.1891e-05
351,6,22.0,24.0,1000.0,189.375,0.0106554018,0.0008196463,6,0.0002049116,0.0005595662,0.0061079411,30.031,34.7148,3.9626,46,0.0011191,9,0.0003861795,0.00043347
361,6,21.0,10.0,350.0,178.368,0.0052714624,0.0008785771,4,0.0004482536,0.0009144374,0.00372947,17.1594,42.5962,7.4519,20,0.00091444,5,0.0,0.0
378,3,19.0,20.0,730.0,91.308,0.0037889594,0.0003833535,4,3.5660794522502e-05,0.00022288,0.0030935739,42.0578,78.6052,4.4265,21,0.00074888,5,0.0,0.0
381,6,23.0,20.0,1800.0,176.5188,0.0071709786,0.0003834748,10,0.0002428674,0.0003067798,0.0041415278,24.644,44.8519,5.9877,23,0.002352,7,0.0,0.0
388,6,18.0,10.0,430.0,166.902,0.008271028,0.0004439252,4,0.0001869159,0.0004906542,0.0031308411,31.4286,52.6866,7.3209,15,0.0018458,5,0.0,2.3364e-05
389,4,21.0,12.0,350.0,89.9394,0.0012593911,0.0006839797,10,0.0004559865,0.0004017023,0.0027250619,31.616,68.6056,5.8367,20,0.0011183,7,0.0001737091,0.00016285
392,4,19.0,20.0,639.0,197.5674,0.0148143091,0.0002730748,5,0.0002389405,0.000386856,0.0045740033,40.1297,45.1343,4.8085,25,0.00093301,8,2.27562352084471e-05,0.0
393,6,22.0,10.0,1000.0,91.866,0.0030128763,0.0004353205,6,0.0001260138,0.0001374696,0.0046854236,36.3039,49.7311,3.088,29,0.0014091,7,0.0,8.0191e-05
394,5,21.0,12.0,730.0,166.5636,0.0021712489,0.0003196931,3,2.66410912190963e-05,0.0001731671,0.0055280264,23.1111,38.6699,5.1133,31,0.0019048,6,0.0,0.0
398,7,24.0,16.0,1250.0,216.6852,0.0119572592,0.0003957485,6,0.0005276647,0.00083861,0.0056912408,21.6119,32.6225,5.0083,33,0.00068785,8,3.76903361977989e-05,0.0
400,6,21.0,24.0,750.0,130.5,0.0044794189,0.0005145278,6,7.56658595641647e-05,0.0005599274,0.0042978208,31.7314,48.5211,4.7923,24,0.0026029,8,0.0001967312,0.00016646
401,3,19.0,12.0,480.0,52.8438,0.0015406738,0.0003668271,4,7.3365418476347e-05,8.80385021716164e-05,0.0025677896,65.0345,82.24,3.44,20,0.0011445,6,0.0,0.00017608
403,5,17.0,24.0,365.0,200.9172,0.0213563132,0.0007025103,8,4.68340202322967e-05,0.0002185588,0.0036062196,54.3652,62.9957,4.6883,20,0.001046,6,0.0,0.00045273
407,5,19.0,14.0,1000.0,144.6822,0.0052753816,0.000309666,5,6.635700066357e-05,0.0001658925,0.004888299,34.1769,42.6516,4.2873,22,0.002046,6,0.0,0.0
408,5,23.0,12.0,300.0,125.7894,0.0022284611,0.0006580102,3,7.01877522372346e-05,0.0003070714,0.0045709774,36.5231,47.5701,4.6564,32,0.00094753,8,0.000280751,0.0012809
418,6,16.0,4.0,300.0,157.9686,0.0063767812,0.0005510799,8,0.0002164957,0.001148083,0.0055042381,29.2745,41.8308,4.1681,41,0.0011874,11,0.0003542656,0.0011284
423,4,22.0,10.0,700.0,83.085,0.0008551738,0.000301826,5,0.0001383369,0.0006413804,0.0032194778,31.451,57.7344,4.6289,20,0.0011067,9,0.0,0.00050304
426,3,18.0,24.0,400.0,83.376,0.0005189375,0.0001203333,5,1.50416654131945e-05,0.0008122499,0.0029556873,58.8878,67.0636,5.2875,29,0.0005039,7,0.0,0.0
434,5,23.0,10.0,500.0,119.5992,0.0042808684,0.0004477612,9,0.0001085482,0.0004138399,0.0039959294,37.2925,48.4958,4.7487,31,0.0011601,11,9.49796472184532e-05,0.00074627
435,5,19.0,10.0,700.0,129.9594,0.0020728391,0.000412339,6,8.91543707930281e-05,0.0001671644,0.0044465742,24.6131,54.5865,5.1504,25,0.0014265,6,0.0002674631,0.00064637
438,5,16.0,12.0,600.0,81.711,0.0008131403,0.0001084187,1,1.35523391337345e-05,0.0,0.0033338754,49.1755,66.5691,4.3902,20,0.00079959,7,0.0,0.00029815
439,3,25.0,20.0,800.0,76.5426,0.0010614731,0.000250534,6,3.95580052216567e-05,0.0004153591,0.0027492814,57.1442,82.9353,4.9448,23,0.00057359,6,0.0,0.0
442,4,19.0,6.0,50.0,88.1628,0.0015055956,0.0001896813,1,1.18550834597876e-05,0.0003437974,0.002702959,51.8062,81.2632,5.5132,15,0.0011737,6,8.29855842185129e-05,7.1131e-05
443,5,29.0,20.0,1000.0,134.2992,0.0036035095,0.0001357844,0,0.0002088991,0.0003237936,0.0030081471,10.8571,54.5139,7.2257,32,0.0007207,6,5.22247754334656e-05,2.089e-05
444,3,22.0,12.0,100.0,66.8676,0.0026160264,0.0003215714,7,1.73822353554667e-05,0.0003389536,0.0030505823,75.7029,75.5442,3.4274,19,0.00051278,7,0.0002085868,0.00017382
455,6,17.0,4.0,720.0,203.2488,0.0099168331,0.0003872967,6,0.0002853765,0.0019262913,0.0036589343,20.5587,48.1894,7.7493,20,0.0012944,8,6.11521056708386e-05,4.0768e-05
457,5,21.0,8.0,650.0,169.3164,0.0092969944,0.0004457463,6,0.0002183247,0.0006731679,0.0042391383,49.8065,52.5064,5.4571,30,0.0015283,8,0.0002729059,0.00095517
464,4,20.0,6.0,1000.0,96.756,0.0020302477,0.0005149179,6,5.88477608426999e-05,0.0,0.0036338492,29.0894,56.2105,4.4737,27,0.00067675,7,0.0,0.0
480,6,19.0,12.0,800.0,133.884,0.005592032,0.0003477632,7,6.95526374360116e-05,5.56421099488093e-05,0.0056754952,37.828,40.7059,3.3922,21,0.0011685,4,0.0,0.0
490,4,20.0,24.0,233.0,69.1764,0.0003305829,2.64466306992489e-05,0,9.25632074473712e-05,0.0001983497,0.0019967206,44.1333,93.404,6.3113,15,0.00048926,4,0.0,0.0
497,6,27.0,12.0,416.0,149.094,0.0033348443,0.0005827883,3,4.85656931943275e-05,0.0010360681,0.0045651752,26.3772,45.1915,5.2057,23,0.0012789,6,0.0,0.0
506,5,26.0,12.0,200.0,111.342,0.0043754051,0.0003009538,2,0.0003704047,0.0004398555,0.0023613298,18.8515,65.098,7.1765,12,0.00069451,4,0.0,0.0
508,6,25.0,4.0,800.0,87.2346,0.0046848382,0.0004258944,1,2.6618398637138e-05,0.0001597104,0.0030877342,53.7391,79.5862,3.6983,14,0.00087841,4,0.0,7.9855e-05
509,6,20.0,24.0,500.0,135.414,0.0021313579,0.0005173199,8,4.1385589537723e-05,0.0003621239,0.0050076563,27.4865,50.6942,4.6302,26,0.0015623,8,0.000103464,0.00016554
512,3,27.0,6.0,120.0,58.6008,0.0016491147,0.0003761139,3,5.78636731859738e-05,0.0002314547,0.0021120241,37.5,104.9863,4.6712,10,0.0010126,4,0.0,0.00014466
514,4,16.0,8.0,1000.0,79.2294,0.001579552,0.0002761455,3,4.41832722131401e-05,0.0002761455,0.0033137454,35.5318,66.9467,4.09,20,0.00078425,9,0.0,0.00034242
519,4,17.0,16.0,150.0,115.536,0.0027815285,0.0003915744,1,1.35025654874426e-05,0.0003915744,0.0027950311,25.4369,73.4879,6.9179,18,0.00086416,7,0.0,1.3503e-05
526,4,16.0,12.0,350.0,129.5088,0.0031932725,0.000144492,1,0.0001300428,0.0011125881,0.0027308982,48.1915,63.6614,7.6878,20,0.00089585,6,0.0,0.0
527,3,23.0,4.0,400.0,156.9822,0.0097960178,0.0002999738,4,9.37417975927106e-06,0.0002343545,0.0032153437,34.9942,64.5831,6.5802,27,0.0010593,6,0.000206232,0.00023435
535,4,19.0,24.0,200.0,85.0974,0.0012863692,0.0001520254,3,7.01655907942745e-05,9.35541210590327e-05,0.0033796426,54.375,76.1522,4.5848,26,0.00099401,7,0.0002455796,0.00042099
540,6,24.0,18.0,750.0,157.167,0.0047560113,0.0002652051,3,0.0001237624,0.0006364922,0.0051980198,20.3003,38.2177,4.5544,16,0.0017857,6,0.0,3.5361e-05
542,4,19.0,8.0,480.0,156.2238,0.0064240527,0.0007337116,7,0.0001793517,0.0005543599,0.0046468401,25.0423,40.3088,5.1193,29,0.0015653,7,0.0002934846,0.00058697
545,5,25.0,10.0,700.0,127.887,0.0023500256,0.0003738677,5,3.20458041360451e-05,0.0004593232,0.0044009571,46.9684,52.0097,4.8519,35,0.0020402,9,7.47735429841053e-05,6.4092e-05
546,4,23.0,20.0,300.0,94.2774,0.0025965248,0.0006182202,6,0.0002885028,0.0002143163,0.0031405585,40.4211,63.0026,4.9659,35,0.00091497,7,0.0,0.0
557,4,18.0,12.0,2000.0,133.3434,0.0034996038,0.0005188092,6,1.88657887786288e-05,0.0001886579,0.0046881485,34.6935,46.4869,4.7807,21,0.001264,8,0.0003112855,0.00087726
560,5,17.0,14.0,600.0,99.5436,0.0015240968,0.0003529487,5,3.20862478341783e-05,0.0004171212,0.0034813579,38.7407,51.871,5.212,24,0.00088237,4,0.0,0.00024065
568,5,20.0,10.0,600.0,114.8658,0.0028474633,0.0003637271,7,5.19610084592522e-06,0.0001870596,0.0047128635,37.4084,50.9724,4.1191,33,0.00089373,9,0.0,5.1961e-06
572,5,28.0,20.0,600.0,91.3278,0.0020846362,0.0004690432,10,1.73719685914808e-05,0.0001216038,0.0030227225,50.9364,78.9885,4.9885,20,0.0017719,6,0.0,0.0
576,5,23.0,4.0,200.0,100.4274,0.0027285649,0.000469567,1,1.2690999543124e-05,0.000482258,0.0036042439,34.3746,59.6338,4.6549,18,0.00092644,8,0.000215747,0.00049495
578,5,25.0,8.0,600.0,99.8568,0.0025162897,0.0004237962,6,6.62181490702972e-05,0.000251629,0.004079038,34.1368,58.1299,4.0844,24,0.00099327,7,0.0,1.3244e-05
581,5,21.0,8.0,800.0,120.9714,0.0071521929,0.000399361,5,4.53819343595701e-05,0.0001542986,0.0033945687,38.3914,62.7166,4.607,26,0.00060812,6,9.98402555910543e-05,0.00022691
584,2,24.0,12.0,10.0,44.5248,0.0018700091,0.0001516224,0,5.05407864146366e-05,0.000126352,0.0020469018,66.35,97.9259,3.358,11,0.00060649,3,0.0,0.0
585,5,28.0,8.0,312.0,131.097,0.0027025201,0.0002533613,5,1.68907506249578e-05,0.0013174785,0.0036484021,36.986,44.9074,5.8843,17,0.0018411,7,0.0,3.3782e-05
588,4,17.0,18.0,430.0,129.3624,0.0015934885,6.87836753410524e-05,0,2.86598647254385e-05,0.0010890749,0.0041671443,38.9697,48.2036,5.5131,32,0.00054454,8,9.74435400664909e-05,0.00022355
604,3,21.0,10.0,200.0,68.1486,0.00163942,0.0003925372,0,2.30904220929159e-05,2.30904220929159e-05,0.0041331856,29.3034,56.9832,2.7374,16,0.00076198,4,0.0,0.00011545
609,6,16.0,14.0,1000.0,165.0564,0.0047068081,0.0006848916,7,1.45721613429704e-05,0.0004225927,0.0050856843,27.7471,39.7249,5.0401,28,0.0013844,7,0.0,0.00018944
623,5,18.0,28.0,1200.0,136.485,0.0086723556,0.0003969041,3,4.96130184560429e-05,0.0003869815,0.0040980353,38.6796,55.4576,4.1356,26,0.0011014,6,0.0,0.0
626,5,24.0,10.0,200.0,148.0326,0.005376968,0.0002804534,10,0.0001450621,0.0003578198,0.0040037136,35.7869,52.8213,5.7126,28,0.0014603,8,4.83540288576844e-05,0.00013539
628,2,18.0,12.0,500.0,89.5368,0.0028627585,0.0003418219,5,8.54554776961203e-05,8.54554776961203e-05,0.002456845,69.2281,72.4174,5.5565,25,0.00064092,5,0.0,0.0
630,3,19.0,10.0,300.0,121.377,0.0023636364,0.0004393939,2,1.51515151515152e-05,4.54545454545455e-05,0.0031666667,50.0769,52.6699,6.5837,27,0.001697,6,0.0003939394,0.00025758
631,6,21.0,16.0,600.0,187.4826,0.0116705199,0.000664076,7,0.0001106793,0.0008116484,0.007034286,33.38,33.2238,3.1206,27,0.0013282,8,4.9190811156476e-05,1.2298e-05
632,5,18.0,10.0,1000.0,141.735,0.0039813667,0.0004245261,3,0.0001376842,0.0004015788,0.003614209,24.0,50.2857,6.4825,26,0.0017899,8,0.0001835789,0.00014916
633,3,16.0,8.0,92.0,100.3074,0.0001407217,7.81787478891738e-05,3,1.56357495778348e-05,0.0002345362,0.0038776659,32.3401,58.0484,4.6694,15,0.0012821,6,0.0,0.0
636,5,16.0,8.0,800.0,118.9332,0.0027235298,0.0002641551,0,0.0003370254,0.0009382059,0.0031971872,36.7314,70.4501,6.3989,26,0.0015394,10,0.0002095023,0.00022772
637,6,19.0,10.0,900.0,158.868,0.0067098226,0.000766371,8,6.52230628750326e-05,0.0006440777,0.0051933864,26.327,41.438,4.5118,33,0.000693,8,0.0,0.00044841
638,6,19.0,20.0,2500.0,125.118,0.0061152673,0.0006767398,5,9.84348853233586e-05,0.0001845654,0.0042696132,29.3526,51.2277,4.1124,39,0.0011074,6,0.0004552613,0.00031991
643,6,22.0,28.0,1000.0,93.741,0.0042714598,0.0002733734,4,0.000102515,0.0004100601,0.0032804811,42.9895,69.2083,4.1875,20,0.00092264,4,0.0,0.0
645,2,21.0,16.0,500.0,101.6526,0.0019830078,0.0002379609,2,0.0001233872,0.0002996545,0.0023884228,23.1259,72.2214,7.3247,22,0.00097828,8,0.0,0.0
649,6,19.0,20.0,1400.0,172.1688,0.0077832543,0.0003119541,7,6.23908160718742e-05,0.0006707013,0.0050692538,27.6667,43.2246,4.64,27,0.0022929,7,0.0,0.0
650,3,27.0,10.0,220.0,84.8274,0.0018216765,0.0004159734,2,0.0002295026,0.0005020368,0.0023954329,37.6867,86.5868,6.4251,13,0.0017069,6,0.0003872856,0.00014344
651,2,29.0,4.0,100.0,86.5122,0.000697496,6.97495989398061e-05,1,3.48747994699031e-05,0.0002441236,0.0033305433,39.6211,67.0995,4.623,12,0.00071493,3,0.0,0.0
655,5,18.0,28.0,700.0,128.9046,0.0037515281,0.0005883252,5,1.5281173594132e-05,5.34841075794621e-05,0.0050733496,35.1493,43.3795,4.1099,31,0.00074114,9,0.0001375306,0.00042023
656,5,25.0,12.0,800.0,138.1902,0.0065616798,0.0005468066,4,4.68691413573303e-05,0.0002343457,0.0049056368,28.7412,40.4204,3.9618,18,0.0011561,6,0.0001718535,0.00039058
664,5,28.0,8.0,500.0,72.816,0.0002844546,0.0001244489,0,0.0002133409,3.55568197980373e-05,0.0031290001,22.6514,63.2045,4.2955,13,0.00094226,3,0.0,0.0
